WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-11-27 20:46:41.151 (   0.000s) [        95479480]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
2025-11-27 20:46:43.491 (   2.339s) [        337FE640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-11-27 20:46:43.491 (   2.339s) [        337FE640]     buffer_instance.cc:662      1| BufferInstance::PJRT_Buffer_Device
2025-11-27 20:46:43.491 (   2.339s) [        337FE640]     device_instance.cc:53       1| DeviceInstance::PJRT_Device_IsAddressable
2025-11-27 20:46:43.491 (   2.339s) [        337FE640] executable_instance.cc:140      1| ExecutableInstance::PJRT_Executable_NumOutputs
2025-11-27 20:46:43.491 (   2.339s) [        337FE640]loaded_executable_insta:331      1| LoadedExecutableInstance::PJRT_LoadedExecutable_Execute
2025-11-27 20:46:43.491 (   2.339s) [        337FE640]flatbuffer_loaded_execu:270      1| FlatbufferLoadedExecutableInstance::Execute
2025-11-27 20:46:43.491 (   2.340s) [        337FE640]     client_instance.cc:489      1| ClientInstance::getOrCreateMeshDevice - reusing already opened mesh device [1, 8]
Using PJRT plugin directory: /localdev/jameszianxu/tt-xla/python_package/pjrt_plugin_tt
Using TT-Metal from the source tree: /localdev/jameszianxu/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
Created device mesh: (1, 8) with 8 devices
[{'name': 'TT:0'}, {'name': 'TT:1'}, {'name': 'TT:2'}, {'name': 'TT:3'}, {'name': 'TT:4'}, {'name': 'TT:5'}, {'name': 'TT:6'}, {'name': 'TT:7'}]
input sharding {devices=[1,8]<=[8]} device xla:0
HloModule IrToHlo.8, entry_computation_layout={(f32[32,16]{1,0})->(f32[32,16]{1,0})}

ENTRY %IrToHlo.8 (p0.3: f32[32,16]) -> (f32[32,16]) {
  %p0.3 = f32[32,16]{1,0} parameter(0), sharding={devices=[1,8]<=[8]}
  %constant.2 = f32[] constant(1)
  %constant.1 = f32[] constant(1)
  %multiply.4 = f32[] multiply(f32[] %constant.2, f32[] %constant.1)
  %broadcast.5 = f32[32,16]{1,0} broadcast(f32[] %multiply.4), dimensions={}
  %add.6 = f32[32,16]{1,0} add(f32[32,16]{1,0} %p0.3, f32[32,16]{1,0} %broadcast.5)
  ROOT %tuple.7 = (f32[32,16]{1,0}) tuple(f32[32,16]{1,0} %add.6)
}


input sharding {replicated} device xla:0
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 0 with shape [32, 2] and UID 8
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 1 with shape [32, 2] and UID 9
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 2 with shape [32, 2] and UID 10
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 3 with shape [32, 2] and UID 11
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 4 with shape [32, 2] and UID 12
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 5 with shape [32, 2] and UID 13
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 6 with shape [32, 2] and UID 14
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]flatbuffer_loaded_execu:205      1| Filled output at output_index 0 device_index 7 with shape [32, 2] and UID 15
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:548      1| BufferInstance::PJRT_Buffer_DynamicDimensionIndices
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:525      1| BufferInstance::PJRT_Buffer_Dimensions
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:517      1| BufferInstance::PJRT_Buffer_ElementType
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.372s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.524 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.525 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.525 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.525 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.525 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:43.525 (   2.373s) [        337FE640]     buffer_instance.cc:509      1| BufferInstance::PJRT_Buffer_Destroy
2025-11-27 20:46:44.657 (   3.505s) [        95479480]     client_instance.cc:167      1| ClientInstance::~ClientInstance
2025-11-27 20:46:44.657 (   3.506s) [        95479480]     client_instance.cc:566      1| Closing parent mesh.
