Using PJRT plugin directory: /localdev/jameszianxu/tt-xla/python_package/pjrt_plugin_tt
Using TT-Metal from the source tree: /localdev/jameszianxu/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/jameszianxu/tt-xla/venv/bin/python
cachedir: .pytest_cache
metadata: {'Python': '3.11.14', 'Platform': 'Linux-5.15.0-142-generic-x86_64-with-glibc2.35', 'Packages': {'pytest': '8.4.2', 'pluggy': '1.6.0'}, 'Plugins': {'metadata': '3.1.1', 'split': '0.10.0', 'jaxtyping': '0.3.4', 'forked': '1.6.0', 'anyio': '4.12.0', 'json-report': '1.5.0'}}
rootdir: /localdev/jameszianxu/tt-xla
configfile: pytest.ini
plugins: metadata-3.1.1, split-0.10.0, jaxtyping-0.3.4, forked-1.6.0, anyio-4.12.0, json-report-1.5.0
collecting ... collected 1 item

tests/torch/graphs/test_attention.py::test_qwen2_5_attention_prefill_push[7b_instruct-1024-llmbox] 2026-01-05 17:22:57.939 (   0.000s) [        7BAA3480]   plugin_attributes.cc:60       1| PluginAttributes::PJRT_Plugin_Initialize
        %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 4>, shard_type = #ttcore.shard_type<identity>}> : (tensor<3584x3584xbf16>) -> tensor<3584x896xbf16> loc(#loc)
        %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<512xbf16>) -> tensor<512xbf16> loc(#loc)
        %2 = "ttir.mesh_shard"(%arg2) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 4, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<512x3584xbf16>) -> tensor<128x3584xbf16> loc(#loc)
        %3 = "ttir.mesh_shard"(%arg3) <{shard_dims = array<i64: 0, -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 2, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<2x1024x3584xbf16>) -> tensor<1x1024x3584xbf16> loc(#loc)
        %4 = "ttir.mesh_shard"(%arg4) <{shard_dims = array<i64: 0, -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 2, 1, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<2x1x1024x1024xbf16>) -> tensor<1x1x1024x1024xbf16> loc(#loc)
        %5 = "ttir.mesh_shard"(%arg5) <{shard_dims = array<i64: 0, -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 2, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<2x1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc)
        %6 = "ttir.mesh_shard"(%arg6) <{shard_dims = array<i64: -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<512xbf16>) -> tensor<512xbf16> loc(#loc)
        %7 = "ttir.mesh_shard"(%arg7) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 4, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<512x3584xbf16>) -> tensor<128x3584xbf16> loc(#loc)
        %8 = "ttir.mesh_shard"(%arg8) <{shard_dims = array<i64: 0, -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 2, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<2x1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc)
        %9 = "ttir.mesh_shard"(%arg9) <{shard_dims = array<i64: -1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<3584xbf16>) -> tensor<3584xbf16> loc(#loc)
        %10 = "ttir.mesh_shard"(%arg10) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 4, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<3584x3584xbf16>) -> tensor<896x3584xbf16> loc(#loc)
        %11 = "ttir.constant"() <{value = dense<8.837890e-02> : tensor<bf16>}> : () -> tensor<bf16> loc(#loc)
        %12 = "ttir.reshape"(%11) <{shape = [1 : i32, 1 : i32, 1 : i32, 1 : i32]}> : (tensor<bf16>) -> tensor<1x1x1x1xbf16> loc(#loc)
        %13 = "ttir.broadcast"(%12) <{broadcast_dimensions = array<i64: 1, 7, 1024, 1024>}> : (tensor<1x1x1x1xbf16>) -> tensor<1x7x1024x1024xbf16> loc(#loc)
        %14 = "ttir.reshape"(%3) <{shape = [1024 : i32, 3584 : i32]}> : (tensor<1x1024x3584xbf16>) -> tensor<1024x3584xbf16> loc(#loc12)
        %15 = "ttir.reshape"(%10) <{shape = [1 : i32, 896 : i32, 3584 : i32]}> : (tensor<896x3584xbf16>) -> tensor<1x896x3584xbf16> loc(#loc13)
        %16 = "ttir.reshape"(%15) <{shape = [896 : i32, 3584 : i32]}> : (tensor<1x896x3584xbf16>) -> tensor<896x3584xbf16> loc(#loc14)
        %17 = "ttir.permute"(%16) <{permutation = array<i64: 1, 0>}> : (tensor<896x3584xbf16>) -> tensor<3584x896xbf16> loc(#loc15)
        %18 = "ttir.dot_general"(%14, %17) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<1024x3584xbf16>, tensor<3584x896xbf16>) -> tensor<1024x896xbf16> loc(#loc16)
        %19 = "ttir.reshape"(%18) <{shape = [1 : i32, 1024 : i32, 896 : i32]}> : (tensor<1024x896xbf16>) -> tensor<1x1024x896xbf16> loc(#loc17)
        %20 = "ttir.reshape"(%9) <{shape = [4 : i32, 896 : i32]}> : (tensor<3584xbf16>) -> tensor<4x896xbf16> loc(#loc10)
        %21 = "ttir.all_to_all"(%20) <{concat_dim = 0 : si32, replica_groups = dense<[[0, 1, 2, 3], [4, 5, 6, 7]]> : tensor<2x4xi64>, split_count = 4 : si32, split_dim = 0 : si32}> : (tensor<4x896xbf16>) -> tensor<4x896xbf16> loc(#loc10)
        %22 = "ttir.slice_static"(%21) <{begins = [0 : i32, 0 : i32], ends = [1 : i32, 896 : i32], step = [1 : i32, 1 : i32]}> : (tensor<4x896xbf16>) -> tensor<1x896xbf16> loc(#loc10)
        %23 = "ttir.reshape"(%22) <{shape = [896 : i32]}> : (tensor<1x896xbf16>) -> tensor<896xbf16> loc(#loc10)
        %24 = "ttir.reshape"(%23) <{shape = [1 : i32, 1 : i32, 896 : i32]}> : (tensor<896xbf16>) -> tensor<1x1x896xbf16> loc(#loc18)
        %25 = "ttir.reshape"(%24) <{shape = [896 : i32]}> : (tensor<1x1x896xbf16>) -> tensor<896xbf16> loc(#loc19)
        %26 = "ttir.reshape"(%25) <{shape = [1 : i32, 1 : i32, 896 : i32]}> : (tensor<896xbf16>) -> tensor<1x1x896xbf16> loc(#loc20)
        %27 = "ttir.broadcast"(%26) <{broadcast_dimensions = array<i64: 1, 1024, 1>}> : (tensor<1x1x896xbf16>) -> tensor<1x1024x896xbf16> loc(#loc20)
        %28 = "ttir.add"(%19, %27) : (tensor<1x1024x896xbf16>, tensor<1x1024x896xbf16>) -> tensor<1x1024x896xbf16> loc(#loc21)
        %29 = "ttir.reshape"(%28) <{shape = [1 : i32, 1024 : i32, 7 : i32, 128 : i32]}> : (tensor<1x1024x896xbf16>) -> tensor<1x1024x7x128xbf16> loc(#loc22)
        %30 = "ttir.permute"(%29) <{permutation = array<i64: 0, 2, 1, 3>}> : (tensor<1x1024x7x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc23)
        %31 = "ttir.reshape"(%8) <{shape = [1 : i32, 1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc24)
        %32 = "ttir.broadcast"(%31) <{broadcast_dimensions = array<i64: 1, 7, 1, 1>}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc24)
        %33 = "ttir.multiply"(%30, %32) : (tensor<1x7x1024x128xbf16>, tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc25)
        %34 = "ttir.slice_static"(%30) <{begins = [0 : i32, 0 : i32, 0 : i32, 64 : i32], ends = [1 : i32, 7 : i32, 1024 : i32, 128 : i32], step = [1 : i32, 1 : i32, 1 : i32, 1 : i32]}> : (tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x64xbf16> loc(#loc26)
        %35 = "ttir.neg"(%34) : (tensor<1x7x1024x64xbf16>) -> tensor<1x7x1024x64xbf16> loc(#loc27)
        %36 = "ttir.slice_static"(%30) <{begins = [0 : i32, 0 : i32, 0 : i32, 0 : i32], ends = [1 : i32, 7 : i32, 1024 : i32, 64 : i32], step = [1 : i32, 1 : i32, 1 : i32, 1 : i32]}> : (tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x64xbf16> loc(#loc28)
        %37 = "ttir.concat"(%35, %36) <{dim = 3 : si32}> : (tensor<1x7x1024x64xbf16>, tensor<1x7x1024x64xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc29)
        %38 = "ttir.reshape"(%5) <{shape = [1 : i32, 1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc30)
        %39 = "ttir.broadcast"(%38) <{broadcast_dimensions = array<i64: 1, 7, 1, 1>}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc30)
        %40 = "ttir.multiply"(%37, %39) : (tensor<1x7x1024x128xbf16>, tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc31)
        %41 = "ttir.add"(%33, %40) : (tensor<1x7x1024x128xbf16>, tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc32)
        %42 = "ttir.reshape"(%7) <{shape = [1 : i32, 128 : i32, 3584 : i32]}> : (tensor<128x3584xbf16>) -> tensor<1x128x3584xbf16> loc(#loc33)
        %43 = "ttir.reshape"(%42) <{shape = [128 : i32, 3584 : i32]}> : (tensor<1x128x3584xbf16>) -> tensor<128x3584xbf16> loc(#loc34)
        %44 = "ttir.permute"(%43) <{permutation = array<i64: 1, 0>}> : (tensor<128x3584xbf16>) -> tensor<3584x128xbf16> loc(#loc35)
        %45 = "ttir.dot_general"(%14, %44) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<1024x3584xbf16>, tensor<3584x128xbf16>) -> tensor<1024x128xbf16> loc(#loc36)
        %46 = "ttir.reshape"(%45) <{shape = [1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc37)
        %47 = "ttir.reshape"(%6) <{shape = [4 : i32, 128 : i32]}> : (tensor<512xbf16>) -> tensor<4x128xbf16> loc(#loc7)
        %48 = "ttir.all_to_all"(%47) <{concat_dim = 0 : si32, replica_groups = dense<[[0, 1, 2, 3], [4, 5, 6, 7]]> : tensor<2x4xi64>, split_count = 4 : si32, split_dim = 0 : si32}> : (tensor<4x128xbf16>) -> tensor<4x128xbf16> loc(#loc7)
        %49 = "ttir.slice_static"(%48) <{begins = [0 : i32, 0 : i32], ends = [1 : i32, 128 : i32], step = [1 : i32, 1 : i32]}> : (tensor<4x128xbf16>) -> tensor<1x128xbf16> loc(#loc7)
        %50 = "ttir.reshape"(%49) <{shape = [128 : i32]}> : (tensor<1x128xbf16>) -> tensor<128xbf16> loc(#loc7)
        %51 = "ttir.reshape"(%50) <{shape = [1 : i32, 1 : i32, 128 : i32]}> : (tensor<128xbf16>) -> tensor<1x1x128xbf16> loc(#loc38)
        %52 = "ttir.reshape"(%51) <{shape = [128 : i32]}> : (tensor<1x1x128xbf16>) -> tensor<128xbf16> loc(#loc39)
        %53 = "ttir.reshape"(%52) <{shape = [1 : i32, 1 : i32, 128 : i32]}> : (tensor<128xbf16>) -> tensor<1x1x128xbf16> loc(#loc40)
        %54 = "ttir.broadcast"(%53) <{broadcast_dimensions = array<i64: 1, 1024, 1>}> : (tensor<1x1x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc40)
        %55 = "ttir.add"(%46, %54) : (tensor<1x1024x128xbf16>, tensor<1x1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc41)
        %56 = "ttir.reshape"(%55) <{shape = [1 : i32, 1024 : i32, 1 : i32, 128 : i32]}> : (tensor<1x1024x128xbf16>) -> tensor<1x1024x1x128xbf16> loc(#loc42)
        %57 = "ttir.permute"(%56) <{permutation = array<i64: 0, 2, 1, 3>}> : (tensor<1x1024x1x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc43)
        %58 = "ttir.broadcast"(%31) <{broadcast_dimensions = array<i64: 1, 1, 1, 1>}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc44)
        %59 = "ttir.multiply"(%57, %58) : (tensor<1x1x1024x128xbf16>, tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc45)
        %60 = "ttir.slice_static"(%57) <{begins = [0 : i32, 0 : i32, 0 : i32, 64 : i32], ends = [1 : i32, 1 : i32, 1024 : i32, 128 : i32], step = [1 : i32, 1 : i32, 1 : i32, 1 : i32]}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x64xbf16> loc(#loc46)
        %61 = "ttir.neg"(%60) : (tensor<1x1x1024x64xbf16>) -> tensor<1x1x1024x64xbf16> loc(#loc47)
        %62 = "ttir.slice_static"(%57) <{begins = [0 : i32, 0 : i32, 0 : i32, 0 : i32], ends = [1 : i32, 1 : i32, 1024 : i32, 64 : i32], step = [1 : i32, 1 : i32, 1 : i32, 1 : i32]}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x64xbf16> loc(#loc48)
        %63 = "ttir.concat"(%61, %62) <{dim = 3 : si32}> : (tensor<1x1x1024x64xbf16>, tensor<1x1x1024x64xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc49)
        %64 = "ttir.broadcast"(%38) <{broadcast_dimensions = array<i64: 1, 1, 1, 1>}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc50)
        %65 = "ttir.multiply"(%63, %64) : (tensor<1x1x1024x128xbf16>, tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc51)
        %66 = "ttir.add"(%59, %65) : (tensor<1x1x1024x128xbf16>, tensor<1x1x1024x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc52)
        %67 = "ttir.reshape"(%66) <{shape = [1 : i32, 1 : i32, 1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1x1024x128xbf16> loc(#loc53)
        %68 = "ttir.broadcast"(%67) <{broadcast_dimensions = array<i64: 1, 1, 7, 1, 1>}> : (tensor<1x1x1x1024x128xbf16>) -> tensor<1x1x7x1024x128xbf16> loc(#loc53)
        %69 = "ttir.reshape"(%68) <{shape = [1 : i32, 7 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc54)
        %70 = "ttir.permute"(%69) <{permutation = array<i64: 0, 1, 3, 2>}> : (tensor<1x7x1024x128xbf16>) -> tensor<1x7x128x1024xbf16> loc(#loc55)
        %71 = "ttir.dot_general"(%41, %70) <{batch_dims_lhs = array<i64: 0, 1>, batch_dims_rhs = array<i64: 0, 1>, contract_dims_lhs = array<i64: 3>, contract_dims_rhs = array<i64: 2>}> : (tensor<1x7x1024x128xbf16>, tensor<1x7x128x1024xbf16>) -> tensor<1x7x1024x1024xbf16> loc(#loc56)
        %72 = "ttir.multiply"(%71, %13) : (tensor<1x7x1024x1024xbf16>, tensor<1x7x1024x1024xbf16>) -> tensor<1x7x1024x1024xbf16> loc(#loc57)
        %73 = "ttir.reshape"(%4) <{shape = [1 : i32, 1024 : i32, 1024 : i32]}> : (tensor<1x1x1024x1024xbf16>) -> tensor<1x1024x1024xbf16> loc(#loc58)
        %74 = "ttir.reshape"(%73) <{shape = [1 : i32, 1 : i32, 1024 : i32, 1024 : i32]}> : (tensor<1x1024x1024xbf16>) -> tensor<1x1x1024x1024xbf16> loc(#loc59)
        %75 = "ttir.broadcast"(%74) <{broadcast_dimensions = array<i64: 1, 7, 1, 1>}> : (tensor<1x1x1024x1024xbf16>) -> tensor<1x7x1024x1024xbf16> loc(#loc59)
        %76 = "ttir.add"(%72, %75) : (tensor<1x7x1024x1024xbf16>, tensor<1x7x1024x1024xbf16>) -> tensor<1x7x1024x1024xbf16> loc(#loc60)
        %77 = "ttir.typecast"(%76) <{conservative_folding = false}> : (tensor<1x7x1024x1024xbf16>) -> tensor<1x7x1024x1024xf32> loc(#loc61)
        %78 = "ttir.max"(%77) <{dim_arg = [3 : i32], keep_dim = false}> : (tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024xf32> loc(#loc62)
        %79 = "ttir.reshape"(%78) <{shape = [1 : i32, 7 : i32, 1024 : i32, 1 : i32]}> : (tensor<1x7x1024xf32>) -> tensor<1x7x1024x1xf32> loc(#loc63)
        %80 = "ttir.broadcast"(%79) <{broadcast_dimensions = array<i64: 1, 1, 1, 1024>}> : (tensor<1x7x1024x1xf32>) -> tensor<1x7x1024x1024xf32> loc(#loc63)
        %81 = "ttir.subtract"(%77, %80) : (tensor<1x7x1024x1024xf32>, tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024x1024xf32> loc(#loc64)
        %82 = "ttir.exp"(%81) : (tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024x1024xf32> loc(#loc65)
        %83 = "ttir.sum"(%82) <{dim_arg = [3 : i32], keep_dim = false}> : (tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024xf32> loc(#loc66)
        %84 = "ttir.reshape"(%83) <{shape = [1 : i32, 7 : i32, 1024 : i32, 1 : i32]}> : (tensor<1x7x1024xf32>) -> tensor<1x7x1024x1xf32> loc(#loc67)
        %85 = "ttir.broadcast"(%84) <{broadcast_dimensions = array<i64: 1, 1, 1, 1024>}> : (tensor<1x7x1024x1xf32>) -> tensor<1x7x1024x1024xf32> loc(#loc67)
        %86 = "ttir.div"(%82, %85) : (tensor<1x7x1024x1024xf32>, tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024x1024xf32> loc(#loc68)
        %87 = "ttir.typecast"(%86) <{conservative_folding = false}> : (tensor<1x7x1024x1024xf32>) -> tensor<1x7x1024x1024xbf16> loc(#loc69)
        %88 = "ttir.reshape"(%2) <{shape = [1 : i32, 128 : i32, 3584 : i32]}> : (tensor<128x3584xbf16>) -> tensor<1x128x3584xbf16> loc(#loc70)
        %89 = "ttir.reshape"(%88) <{shape = [128 : i32, 3584 : i32]}> : (tensor<1x128x3584xbf16>) -> tensor<128x3584xbf16> loc(#loc71)
        %90 = "ttir.permute"(%89) <{permutation = array<i64: 1, 0>}> : (tensor<128x3584xbf16>) -> tensor<3584x128xbf16> loc(#loc72)
        %91 = "ttir.dot_general"(%14, %90) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<1024x3584xbf16>, tensor<3584x128xbf16>) -> tensor<1024x128xbf16> loc(#loc73)
        %92 = "ttir.reshape"(%91) <{shape = [1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc74)
        %93 = "ttir.reshape"(%1) <{shape = [4 : i32, 128 : i32]}> : (tensor<512xbf16>) -> tensor<4x128xbf16> loc(#loc2)
        %94 = "ttir.all_to_all"(%93) <{concat_dim = 0 : si32, replica_groups = dense<[[0, 1, 2, 3], [4, 5, 6, 7]]> : tensor<2x4xi64>, split_count = 4 : si32, split_dim = 0 : si32}> : (tensor<4x128xbf16>) -> tensor<4x128xbf16> loc(#loc2)
        %95 = "ttir.slice_static"(%94) <{begins = [0 : i32, 0 : i32], ends = [1 : i32, 128 : i32], step = [1 : i32, 1 : i32]}> : (tensor<4x128xbf16>) -> tensor<1x128xbf16> loc(#loc2)
        %96 = "ttir.reshape"(%95) <{shape = [128 : i32]}> : (tensor<1x128xbf16>) -> tensor<128xbf16> loc(#loc2)
        %97 = "ttir.reshape"(%96) <{shape = [1 : i32, 1 : i32, 128 : i32]}> : (tensor<128xbf16>) -> tensor<1x1x128xbf16> loc(#loc75)
        %98 = "ttir.reshape"(%97) <{shape = [128 : i32]}> : (tensor<1x1x128xbf16>) -> tensor<128xbf16> loc(#loc76)
        %99 = "ttir.reshape"(%98) <{shape = [1 : i32, 1 : i32, 128 : i32]}> : (tensor<128xbf16>) -> tensor<1x1x128xbf16> loc(#loc77)
        %100 = "ttir.broadcast"(%99) <{broadcast_dimensions = array<i64: 1, 1024, 1>}> : (tensor<1x1x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc77)
        %101 = "ttir.add"(%92, %100) : (tensor<1x1024x128xbf16>, tensor<1x1024x128xbf16>) -> tensor<1x1024x128xbf16> loc(#loc78)
        %102 = "ttir.reshape"(%101) <{shape = [1 : i32, 1024 : i32, 1 : i32, 128 : i32]}> : (tensor<1x1024x128xbf16>) -> tensor<1x1024x1x128xbf16> loc(#loc79)
        %103 = "ttir.permute"(%102) <{permutation = array<i64: 0, 2, 1, 3>}> : (tensor<1x1024x1x128xbf16>) -> tensor<1x1x1024x128xbf16> loc(#loc80)
        %104 = "ttir.reshape"(%103) <{shape = [1 : i32, 1 : i32, 1 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1x1024x128xbf16>) -> tensor<1x1x1x1024x128xbf16> loc(#loc81)
        %105 = "ttir.broadcast"(%104) <{broadcast_dimensions = array<i64: 1, 1, 7, 1, 1>}> : (tensor<1x1x1x1024x128xbf16>) -> tensor<1x1x7x1024x128xbf16> loc(#loc81)
        %106 = "ttir.reshape"(%105) <{shape = [1 : i32, 7 : i32, 1024 : i32, 128 : i32]}> : (tensor<1x1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc82)
        %107 = "ttir.dot_general"(%87, %106) <{batch_dims_lhs = array<i64: 0, 1>, batch_dims_rhs = array<i64: 0, 1>, contract_dims_lhs = array<i64: 3>, contract_dims_rhs = array<i64: 2>}> : (tensor<1x7x1024x1024xbf16>, tensor<1x7x1024x128xbf16>) -> tensor<1x7x1024x128xbf16> loc(#loc83)
        %108 = "ttir.permute"(%107) <{permutation = array<i64: 0, 2, 1, 3>}> : (tensor<1x7x1024x128xbf16>) -> tensor<1x1024x7x128xbf16> loc(#loc84)
        %109 = "ttir.reshape"(%108) <{shape = [1024 : i32, 896 : i32]}> : (tensor<1x1024x7x128xbf16>) -> tensor<1024x896xbf16> loc(#loc85)
        %110 = "ttir.reshape"(%0) <{shape = [1 : i32, 3584 : i32, 896 : i32]}> : (tensor<3584x896xbf16>) -> tensor<1x3584x896xbf16> loc(#loc86)
        %111 = "ttir.reshape"(%110) <{shape = [3584 : i32, 896 : i32]}> : (tensor<1x3584x896xbf16>) -> tensor<3584x896xbf16> loc(#loc87)
        %112 = "ttir.permute"(%111) <{permutation = array<i64: 1, 0>}> : (tensor<3584x896xbf16>) -> tensor<896x3584xbf16> loc(#loc88)
        %113 = "ttir.dot_general"(%109, %112) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<1024x896xbf16>, tensor<896x3584xbf16>) -> tensor<1024x3584xbf16> loc(#loc89)
        %114 = "ttir.all_reduce"(%113) <{cluster_axis = 1 : ui32, reduce_type = #ttcore.reduce_type<sum>}> : (tensor<1024x3584xbf16>) -> tensor<1024x3584xbf16> loc(#loc89)
        %115 = "ttir.reshape"(%114) <{shape = [1 : i32, 1024 : i32, 3584 : i32]}> : (tensor<1024x3584xbf16>) -> tensor<1x1024x3584xbf16> loc(#loc90)
        %116 = "ttir.mesh_shard"(%115) <{shard_dims = array<i64: 0, -1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 2, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<1x1024x3584xbf16>) -> tensor<2x1024x3584xbf16> loc(#loc)
        %117 = "ttir.mesh_shard"(%87) <{shard_dims = array<i64: 0, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 2, 4, 1, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<1x7x1024x1024xbf16>) -> tensor<2x28x1024x1024xbf16> loc(#loc)
        return %116, %117 : tensor<2x1024x3584xbf16>, tensor<2x28x1024x1024xbf16> loc(#loc)
      } loc(#loc)
    } loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
#loc12 = loc("reshape.103")
#loc13 = loc("reshape.99")
#loc14 = loc("reshape.101")
#loc15 = loc("transpose.102")
#loc16 = loc("dot.104")
#loc17 = loc("reshape.105")
#loc18 = loc("reshape.95")
#loc19 = loc("reshape.97")
#loc20 = loc("broadcast.108")
#loc21 = loc("add.109")
#loc22 = loc("reshape.110")
#loc23 = loc("transpose.111")
#loc24 = loc("broadcast.120")
#loc25 = loc("multiply.121")
#loc26 = loc("slice.113")
#loc27 = loc("negate.114")
#loc28 = loc("slice.112")
#loc29 = loc("concatenate.115")
#loc30 = loc("broadcast.117")
#loc31 = loc("multiply.118")
#loc32 = loc("add.124")
#loc33 = loc("reshape.53")
#loc34 = loc("reshape.55")
#loc35 = loc("transpose.56")
#loc36 = loc("dot.58")
#loc37 = loc("reshape.59")
#loc38 = loc("reshape.49")
#loc39 = loc("reshape.51")
#loc40 = loc("broadcast.62")
#loc41 = loc("add.63")
#loc42 = loc("reshape.64")
#loc43 = loc("transpose.65")
#loc44 = loc("broadcast.77")
#loc45 = loc("multiply.78")
#loc46 = loc("slice.67")
#loc47 = loc("negate.68")
#loc48 = loc("slice.66")
#loc49 = loc("concatenate.69")
#loc50 = loc("broadcast.71")
#loc51 = loc("multiply.72")
#loc52 = loc("add.81")
#loc53 = loc("broadcast.89")
#loc54 = loc("reshape.90")
#loc55 = loc("transpose.91")
#loc56 = loc("dot.125")
#loc57 = loc("multiply.128")
#loc58 = loc("reshape.131")
#loc59 = loc("broadcast.132")
#loc60 = loc("add.133")
#loc61 = loc("convert.134")
#loc62 = loc("reduce.140")
#loc63 = loc("broadcast.141")
#loc64 = loc("subtract.142")
#loc65 = loc("exponential.143")
#loc66 = loc("reduce.149")
#loc67 = loc("broadcast.150")
#loc68 = loc("divide.151")
#loc69 = loc("convert.152")
#loc70 = loc("reshape.12")
#loc71 = loc("reshape.14")
#loc72 = loc("transpose.15")
#loc73 = loc("dot.19")
#loc74 = loc("reshape.20")
#loc75 = loc("reshape.8")
#loc76 = loc("reshape.10")
#loc77 = loc("broadcast.23")
#loc78 = loc("add.24")
#loc79 = loc("reshape.25")
#loc80 = loc("transpose.26")
#loc81 = loc("broadcast.34")
#loc82 = loc("reshape.35")
